Unitats;Localitat;Grup;Municipi;Superfície;Inici d'activitat;Denominació comercial;Places;Signatura
185;Palmanova;Hotel;CALVIÀ;;21/06/1968;GLOBALES PALMANOVA PALACE;361;H/1800
101;Arenal (L´);Hotel;LLUCMAJOR;;02/07/1968;MANAUS;195;H/1802
39;Cala Rajada;Hostal;CAPDEPERA;;07/06/1968;MONTESOL;75;H/1805
148;Peguera;Hotel;CALVIÀ;0;05/07/1968;VALENTIN PAGUERA;294;H/1807
66;Can Pastilla;Hotel;PALMA;;01/01/1969;MARBEL;132;H/1809
124;Arenal (L´);Hotel;LLUCMAJOR;0;11/07/1968;HOTEL BLUE SEA COSTA VERDE;234;H/1811
20;Cala Millor;Hostal residència;SON SERVERA;;01/11/1969;BHC BOUTIQUE HOSTAL CALA MILLOR;38;H/1813
13;Cala Figuera;Hostal;SANTANYÍ;0;06/07/1968;LA CALA;26;H/1816
20;Peguera;Hostal residència;CALVIÀ;0;02/07/1968;AMISTAD;38;H/1820
165;Palmanova;Hotel;CALVIÀ;0;01/01/1969;Zel Mallorca;330;H/1851
108;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1969;BINIAMAR;206;H/1852
198;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1969;Tent Arenal;378;H/1854
6;Can Pastilla;Fonda;PALMA;;22/04/1969;VICA;12;H/1855
42;Cala Figuera;Hotel;SANTANYÍ;0;19/07/1968;HOTEL SANTANYÍ PORT;74;H/1856
30;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1970;BLUE SEA CALA MILLOR-III;57;H/1862
90;Platja De Palma;Hotel;PALMA;;01/01/1969;PLANET ONE;171;H/1863
28;Peguera;Hostal residència;CALVIÀ;;18/04/1969;NEPTUNO;50;H/1865
21;Cala D´Or;Hostal residència;SANTANYÍ;;18/04/1969;SAN FRANCISCO;42;H/1867
10;Can Pastilla;Hostal;PALMA;;05/03/1969;MARACAIBO;20;H/1868
106;Platja De Palma;Hotel;PALMA;;22/05/1969;METROPOLITAN PLAYA;203;H/1869
78;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1969;GRACIA;147;H/1873
373;Magaluf;Hotel;CALVIÀ;;01/04/1969;SOL HOUSE THE STUDIO;719;H/1874
48;Cala Millor;Hotel;SON SERVERA;;28/04/1969;Hotel Senator Cala Millor;84;H/1876
115;Can Picafort;Hotel;SANTA MARGALIDA;;11/04/1970;BQ SARAH;218;H/1877
101;Camp De Mar;Hotel;ANDRATX;;01/01/1969;H10 BLUE MAR;197;H/1887
105;Platja De Palma;Hotel;PALMA;;01/01/1969;PRINCIPE;209;H/1888
318;Arenal (L´);Hotel;LLUCMAJOR;;01/05/1969;LUNA PARK;604;H/1892
29;Palma;Hostal residència;PALMA;;01/01/1956;PINAR;54;H/190
245;Santa Ponça;Hotel;CALVIÀ;;01/05/1969;H10 CASA DEL MAR;485;H/1900
442;Platja De Palma;Hotel;PALMA;;11/06/1969;PALMA BAY CLUB;801;H/1901
15;Portocolom;Hostal residència;FELANITX;;19/05/1969;BAHIA AZUL;32;H/1902
54;Platja De Palma;Hotel;PALMA;;01/01/1969;PLAYA GRANDE;102;H/1910
156;Arenal (L´);Hotel;LLUCMAJOR;0;31/05/1969;BLUE SEA ARENAL TOWER;297;H/1914
26;Cala Rajada;Hotel;CAPDEPERA;;01/04/1969;MARBEL;43;H/1917
8;Cala Murada;Casa d´hostes;MANACOR;;04/06/1969;EL QUIJOTE;15;H/1919
114;Santa Ponça;Hotel;CALVIÀ;0;01/01/1969;REVERENCE SKY HOTEL;228;H/1922
27;Palma;Hostal;PALMA;;30/05/1969;APUNTADORES 8;48;H/1923
106;Arenal (L´);Hotel;LLUCMAJOR;;06/06/1969;HOTEL SELVA ARENAL;202;H/1925
174;L´Illot-Cala Morlanda;Hotel;MANACOR;0;01/06/1969;PERLA DE S´ILLOT;359;H/1929
142;Platja De Palma;Hotel;PALMA;;14/06/1969;NIAGARA;271;H/1931
36;Can Picafort;Hotel;SANTA MARGALIDA;;12/06/1969;Hotel Barbara;69;H/1932
14;Portopetro;Hostal residència;SANTANYÍ;;21/06/1969;ROCA BLANCA;26;H/1936
64;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1972;COSTA MEDITERRANEO RESORT;123;H/1937
21;Cala Santanyí;Hostal residència;SANTANYÍ;;02/07/1969;PALMARIA;45;H/1944
175;Port D´Alcúdia;Hotel;ALCÚDIA;;01/01/1969;ASTORIA PLAYA;348;H/1954
293;Cales De Mallorca;Hotel;MANACOR;0;01/06/1969;PALIA HOTEL MARIA EUGENIA;566;H/1959
14;Cala Bona;Hotel;SON SERVERA;;08/07/1969;NEMO;28;H/1961
45;Cala D´Or;Hotel;SANTANYÍ;;08/07/1969;EL CHICO;90;H/1962
29;Platja De Palma;Hostal residència;PALMA;;25/05/1970;MIX HOSTAL RESIDENCIA PERU PLAYA;56;H/1963
55;Santa Ponça;Hotel;CALVIÀ;;17/07/1969;PLAZA SANTA PONSA;104;H/1965
170;Arenal (L´);Hotel;LLUCMAJOR;0;18/07/1969;HSM SON VERÍ;320;H/1967
52;Palma;Hotel;PALMA;;31/03/2006;CONTINENTAL;99;H/1979
88;Palma;Hotel;PALMA;;16/12/1969;HM JAIME III;173;H/1988
15;Palma;Hostal;PALMA;;01/01/1958;RITZI;25;H/199
60;Palma;Hotel;PALMA;;29/06/1959;HESPERIA CIUTAT DE MALLORCA;111;H/1991
227;Platja De Palma;Hotel;PALMA;;20/03/1970;COSMOPOLITAN;436;H/1996
272;Platja De Palma;Hotel;PALMA;0;01/01/1970;RIU CONCORDIA;544;H/1997
99;Cala Rajada;Hotel;CAPDEPERA;;13/03/1970;CHEVY;188;H/1998
241;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1970;PROTUR PLAYA CALA MILLOR HOTEL;449;H/2000
111;Arenal (L´);Hotel;LLUCMAJOR;;20/03/1970;CASSANDRA;211;H/2002
121;Arenal (L´);Hotel;LLUCMAJOR;0;01/01/1970;Whala! Fun;235;H/2003
245;Platja De Palma;Hotel;PALMA;2432;01/01/1970;INDICO ROCK-HOTEL MALLORCA;466;H/2007
10;Cala Millor;Hostal;SANT LLORENÇ DES CARDASSAR;;20/04/1970;SATURNO;20;H/2008
24;Arenal (L´);Hostal residència;LLUCMAJOR;;21/04/1970;The Beetroot;48;H/2009
27;Platja De Palma;Hostal residència;PALMA;;11/04/1970;THE HOSTAL TIERRAMAR;50;H/2012
162;Peguera;Hotel;CALVIÀ;;01/01/1970;LINDA PLAYA;300;H/2015
183;Santa Ponça;Hotel;CALVIÀ;0;01/04/1970;HM Isabela;351;H/2016
125;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1970;JS HOTEL PARADISE SPORT;241;H/2017
19;Port De Pollença;Hotel;POLLENÇA;;23/04/1970;PANORAMA;38;H/2021
163;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1910;Hotel R2 Veronica;311;H/2022
235;Can Picafort;Hotel;SANTA MARGALIDA;;01/01/1970;BQ CAN PICAFORT;430;H/2023
34;Port (El);Hostal;SÓLLER;;29/04/1970;SOLLER GARDEN;68;H/2024
144;Can Pastilla;Hotel;PALMA;;21/05/1970;APOLO;274;H/2026
95;Cala Millor;Hotel;SON SERVERA;;01/01/1970;BLUE SEA DON JAIME;177;H/2027
42;Cala Bona;Hotel;SON SERVERA;0;09/04/1970;Marins Naiya;80;H/2028
18;Peguera;Hostal residència;CALVIÀ;;19/05/1970;NIMA;36;H/2034
205;Platja De Palma;Hotel;PALMA;0;01/01/1970;HM TROPICAL;394;H/2035
316;Magaluf;Hotel;CALVIÀ;;01/01/1970;MELIA CALVIA BEACH;636;H/2036
24;Can Picafort;Hostal residència;SANTA MARGALIDA;;09/05/1970;HOSTAL BLANCA;48;H/2037
131;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1970;HIPOCAMPO;249;H/2040
105;Cala Bona;Hotel;SON SERVERA;;01/01/1970;LEVANTE PARK;200;H/2041
318;Platja De Palma;Hotel;PALMA;;01/01/1970;Hotel Caramelo Palma Beach;600;H/2042
16;Orient;Hotel;BUNYOLA;;16/05/1970;DALT MUNTANYA;30;H/2043
248;Cala Vinyes;Hotel;CALVIÀ;0;18/05/1970;Globales Cala Viñas;472;H/2045
11;Port D´Alcúdia;Hostal;ALCÚDIA;;26/05/1970;HOSTAL BRISA MARINA;20;H/2058
24;Cala Rajada;Hotel;CAPDEPERA;;01/01/1970;PETIT HOTEL SES ROTGES;48;H/2059
316;Port De Pollença;Hotel;POLLENÇA;;01/06/1970;Cabot Pollensa Park, spa;607;H/2060
114;Port (El);Hotel;SÓLLER;0;16/03/1970;BIKINI ISLAND & MOUNTAIN HOTEL PORT DE SOLLER;228;H/2061
12;Cala D´Or;Hostal residència;SANTANYÍ;;01/06/1970;HOME D´OR HOSTAL T´BAIDA;24;H/2062
69;Peguera;Hotel;CALVIÀ;;03/06/1970;FORTUNA;132;H/2065
211;Palmanova;Hotel;CALVIÀ;0;17/06/1970;COOK´S CLUB CALVIÁ BEACH;408;H/2070
272;Port D´Alcúdia;Hotel;ALCÚDIA;;18/06/1970;BV LAGOMONTE;517;H/2071
221;Platja De Muro;Hotel;MURO;;19/06/1970;LOS PRINCIPES & SPA;419;H/2077
138;Can Pastilla;Hotel;PALMA;0;01/06/1970;ALUASOUL PALMA;276;H/2079
20;Cala Millor;Hostal residència;SON SERVERA;0;01/06/1970;SEVEN HOSTAL & SPA;35;H/2082
241;Can Picafort;Hotel;SANTA MARGALIDA;;13/06/1970;HAITI;457;H/2084
211;Can Picafort;Hotel;SANTA MARGALIDA;;10/06/1970;HOTEL & SPA FERRER JANEIRO;401;H/2085
169;Can Picafort;Hotel;SANTA MARGALIDA;;01/01/1970;GRUPOTEL MONTECARLO;325;H/2086
272;Port D´Alcúdia;Hotel;ALCÚDIA;;12/06/1970;Alua Bocaccio;540;H/2090
495;Platja De Palma;Hotel;PALMA;19941;01/01/1971;Aubamar Palma Resort;1012;H/2099
112;Port (El);Hotel;SÓLLER;;18/06/1970;EDEN NORD;207;H/2100
24;Sant Elm;Hostal;ANDRATX;;27/04/1970;DRAGONERA;40;H/2101
112;Cala Bona;Hotel;SON SERVERA;0;01/01/1970;Protur Bonamar;223;H/2103
90;Cala Rajada;Hotel;CAPDEPERA;;13/05/1970;DOS PLAYAS;145;H/2104
428;Magaluf;Hotel;CALVIÀ;0;01/01/1970;SOL BARBADOS;834;H/2106
268;Peguera;Hotel;CALVIÀ;;26/06/1970;LIDO PARK;536;H/2107
22;Cala Figuera;Fonda;SANTANYÍ;;14/04/1970;VILLA LORENZO;37;H/2108
268;Illot (L´);Hotel;SANT LLORENÇ DES CARDASSAR;;01/05/1974;MARIANT;520;H/2111
16;Magaluf;Hostal residència;CALVIÀ;;04/07/1970;JAKITON;31;H/2117
153;Cala Rajada;Hotel;CAPDEPERA;0;01/01/1970;DIAMANT;304;H/2118
36;Font De La Cala;Fonda;CAPDEPERA;;02/04/1970;LAS PALMERAS;68;H/2119
177;Cala D´Or;Hotel;SANTANYÍ;;01/01/1970;TUCAN;332;H/2124
323;Cales De Mallorca;Hotel;MANACOR;;01/01/1970;CANARIOS PARK;615;H/2125
372;Cales De Mallorca;Hotel;MANACOR;;01/01/1970;AMERICA;678;H/2126
75;Peguera;Hotel;CALVIÀ;0;01/01/1970;ROC OBEROY;148;H/2127
341;Platja De Palma;Hotel;PALMA;;17/07/1970;TAURUS PARK;648;H/2131
214;;Hotel;PALMA;0;17/07/1970;PLAYA GOLF;420;H/2132
234;Port D´Alcúdia;Hotel;ALCÚDIA;;18/07/1970;BAHIA DE ALCUDIA;436;H/2133
45;Portocolom;Hotel;FELANITX;0;20/05/1970;BAREFOOT HOTEL MALLORCA II;90;H/2134
249;Can Pastilla;Hotel;PALMA;;01/01/1970;JAVA;474;H/2135
210;Palmanova;Hotel;CALVIÀ;;23/07/1970;GLOBALES PALMA NOVA;406;H/2139
285;Can Picafort;Hotel;SANTA MARGALIDA;;01/07/1970;EXAGON PARK;542;H/2153
272;Platja De Palma;Hotel;PALMA;;21/08/1970;ORIENT;519;H/2155
238;Port D´Alcúdia;Hotel;ALCÚDIA;;18/08/1970;GLOBALES CONDES DE ALCUDIA;454;H/2157
32;Canyamel;Hotel;CAPDEPERA;;23/05/1970;MELBEACH;84;H/2166
384;Palma;Hotel;PALMA;0;31/10/1970;HOTEL PALMA BELLVER AFFILIATED BY MELIA;742;H/2167
145;Platja De Palma;Hotel;PALMA;0;24/03/1971;PARADISO GARDEN;287;H/2173
12;Palmanova;Hostal residència;CALVIÀ;;25/03/1971;ROBERTO;24;H/2174
202;Platja De Palma;Hotel;PALMA;0;01/01/1979;CRISTOBAL COLON;388;H/2176
245;Colònia De Sant Jordi;Hotel;SES SALINES;0;03/04/1972;ROMANTICA;478;H/2180
404;Magaluf;Hotel;CALVIÀ;;01/04/1971;SOL KATMANDU PARK & RESORT;786;H/2181
124;Platja De Palma;Hotel;PALMA;;01/04/1971;VISTA ODIN;234;H/2183
16;Cala D´Or;Hostal;SANTANYÍ;;16/04/1971;TALAMANCA;30;H/2185
105;Platja De Palma;Hotel;PALMA;;01/03/1971;NEGRESCO;210;H/2186
198;Magaluf;Hotel;CALVIÀ;;30/04/1971;BV VISTANOVA;370;H/2187
84;Can Picafort;Hotel;SANTA MARGALIDA;;01/01/1971;SULTAN;154;H/2188
109;Cala Ferrera;Hotel;FELANITX;;26/05/1971;MONSUAU HOTEL;202;H/2190
77;Portals Nous;Hotel;CALVIÀ;;21/05/1971;LEONARDO BOUTIQUE HOTEL MALLORCA PORT PORTALS;168;H/2193
84;Platja De Palma;Hotel;PALMA;;25/05/1971;DON MIGUEL PLAYA;160;H/2196
23;Cala D´Or;Hotel;SANTANYÍ;;26/05/1971;YUCA;44;H/2197
331;Cales De Mallorca;Hotel;MANACOR;;01/01/1971;SAMOA;629;H/2199
413;Cala Major;Hotel;PALMA;0;01/01/1970;BQ Belvedere;783;H/2200
327;Palmanova;Hotel;CALVIÀ;;01/01/1971;SOL PALMANOVA I;654;H/2206
315;Platja De Palma;Hotel;PALMA;0;01/01/1971;GRAN FIESTA;606;H/2207
328;Les Meravelles;Hotel;PALMA;;01/01/1971;PABISA SOFIA;600;H/2208
102;Cala Bona;Hotel;SON SERVERA;;05/06/1971;SUR;183;H/2209
416;Santa Ponça;Hotel;CALVIÀ;;12/06/1971;ZAFIRO REY DON JAIME;813;H/2210
148;Platja De Palma;Hotel;PALMA;;01/01/1971;MARIA ISABEL;283;H/2211
29;Port De Pollença;Hotel;POLLENÇA;;14/05/1971;VILLA SINGALA;53;H/2212
6;Cala Figuera;Hostal;SANTANYÍ;;19/06/1971;CAN JORDI;12;H/2213
240;Platja De Palma;Hotel;PALMA;;01/01/1971;TIMOR;458;H/2214
110;Platja De Palma;Hotel;PALMA;;01/01/1971;HOTEL VIBRA PALMA CACTUS;208;H/2221
302;Cala D´Or;Hotel;SANTANYÍ;;14/07/1971;PALIA HOTEL DOLCE FARNIENTE;560;H/2222
159;Cas Català-Illetes;Hotel;CALVIÀ;;07/07/1971;EUROPE PLAYA MARINA;318;H/2223
189;Can Pastilla;Hotel;PALMA;;01/01/1971;ROC LINDA;359;H/2225
193;Platja De Palma;Hotel;PALMA;;10/07/1971;Tent Playa de Palma;371;H/2226
326;Palmanova;Hotel;CALVIÀ;;30/07/1971;SOL PALMANOVA II;613;H/2233
87;Magaluf;Hotel;CALVIÀ;;18/07/1972;Hotel Globales Torrenova;163;H/2234
57;Palma;Hotel;PALMA;;28/07/1971;ABELAY;103;H/2235
282;Port D´Alcúdia;Hotel;ALCÚDIA;;07/08/1971;MARTE;522;H/2236
444;Magaluf;Hotel;CALVIÀ;0;12/12/1972;SAMOS;847;H/2237
280;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;11/08/1971;SUMBA;532;H/2239
41;Colònia De Sant Jordi;Hotel;SES SALINES;;21/11/1971;VILLA CHIQUITA;78;H/2250
105;Cala D´Or;Hotel;SANTANYÍ;;03/12/1971;ROCADOR PLAYA;200;H/2251
135;Canyamel;Hotel;CAPDEPERA;;21/12/1971;CANYAMEL CLASSIC;255;H/2262
25;Cala Rajada;Hotel;CAPDEPERA;;20/04/1972;BELL PORT;49;H/2267
48;Illot (L´);Hostal;SANT LLORENÇ DES CARDASSAR;;21/04/1972;BONA VISTA;91;H/2268
237;Peguera;Hotel;CALVIÀ;;02/05/1972;VALENTIN REINA PAGUERA;449;H/2271
160;Platja De Muro;Hotel;MURO;0;01/01/1972;AluaSun Continental Park Hotel;320;H/2273
372;Platja De Palma;Hotel;PALMA;0;01/01/1972;CABALLERO;730;H/2275
156;Platja De Muro;Hotel;MURO;;01/01/1972;AMAPOLA;288;H/2276
56;Cala Mondragó;Hotel;SANTANYÍ;;24/05/1972;CONDEMAR;106;H/2279
67;Palma;Hotel;PALMA;0;01/03/1972;PALLADIUM;122;H/2281
147;Cala Sant Vicenç;Hotel;POLLENÇA;;26/05/1972;Globales Don Pedro;284;H/2282
129;Platja De Palma;Hotel;PALMA;;01/01/1971;HM BALANGUERA BEACH;252;H/2283
185;Cala Millor;Hotel;SON SERVERA;;01/01/1972;PROTUR ALICIA;354;H/2284
160;Cala D´Or;Hotel;SANTANYÍ;0;01/01/1972;ALUASOUL MALLORCA RESORT II;315;H/2285
173;Can Picafort;Hotel;SANTA MARGALIDA;;01/06/1972;VISTA PARK;329;H/2288
231;Palmanova;Hotel;CALVIÀ;;26/06/1972;Tent Palmanova;439;H/2298
12;Platja De Palma;Hostal residència;PALMA;;20/06/1972;ORSI;24;H/2301
214;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;0;01/01/1972;BORNEO;407;H/2305
30;Arenal (L´);Hostal residència;LLUCMAJOR;;04/07/1972;ELEGANCE PLAYA ARENAL II;46;H/2307
13;Cala D´Or;Hostal residència;SANTANYÍ;;15/07/1972;CEIBA MARIA II;26;H/2309
211;Cala D´Or;Hotel;SANTANYÍ;0;01/06/1972;ALUASOUL MALLORCA RESORT I;414;H/2310
249;Cales De Mallorca;Hotel;MANACOR;;22/07/1972;Alua Calas de Mallorca;474;H/2312
326;Port D´Alcúdia;Hotel;ALCÚDIA;;24/07/1972;SATURNO;620;H/2313
104;Cala Santanyí;Hotel;SANTANYÍ;;01/08/1972;PINOS PLAYA;199;H/2318
229;Cales De Mallorca;Hotel;MANACOR;0;01/01/1972;Alua Calas de Mallorca Resort;476;H/2319
463;Port D´Alcúdia;Hotel;ALCÚDIA;;12/08/1972;JUPITER;880;H/2324
423;Arenal (L´);Hotel;LLUCMAJOR;;29/07/1972;Tent Bahía de Palma;810;H/2326
83;Can Picafort;Hotel;SANTA MARGALIDA;;04/11/1972;ILUSION MARKUS & SPA;159;H/2337
18;Palma;Casa d´hostes;PALMA;;13/11/1972;PRADILLO;33;H/2340
135;Palmanova;Hotel;CALVIÀ;;01/01/1973;SON MATIAS BEACH;270;H/2345
252;Magaluf;Hotel;CALVIÀ;;01/01/1973;ATLANTIC PARK;468;H/2348
262;Palma;Hotel;PALMA;;06/04/1973;INNSIDE PALMA BOSQUE;530;H/2351
182;Magaluf;Hotel;CALVIÀ;;01/01/1973;DON JUAN;343;H/2353
160;Cala Ferrera;Hotel;FELANITX;;07/05/1973;Cabot Cala Ferrera;300;H/2356
30;Peguera;Hotel;CALVIÀ;;26/04/1973;DIAMANTE PAGUERA BOUTIQUE HOTEL;49;H/2357
24;Port De Pollença;Hostal residència;POLLENÇA;;04/05/1973;PARIS;48;H/2358
11;Cala Rajada;Hostal residència;CAPDEPERA;;16/05/1973;MARGARITA;22;H/2359
21;Ràpita (La);Hostal residència;CAMPOS;;10/05/1973;HOSTAL C´AN PEP;41;H/2360
20;Arenal (L´);Hostal residència;PALMA;;26/05/1973;Q ROYAL;40;H/2362
269;Santa Ponça;Hotel;CALVIÀ;;30/05/1973;SANTA PONSA PARK;510;H/2366
210;Santa Ponça;Hotel;CALVIÀ;;01/01/1973;BAHIA DEL SOL;361;H/2367
264;Platja De Palma;Hotel;PALMA;;01/01/1973;OLEANDER;500;H/2368
256;Palmanova;Hotel;CALVIÀ;;01/07/1973;ALUASUN TORRENOVA;502;H/2371
417;Cala Ferrera;Hotel;FELANITX;0;26/06/1973;Barceló Ponent Beach;817;H/2372
155;Platja De Palma;Hotel;PALMA;;05/07/1973;PAMPLONA;290;H/2376
310;Can Pastilla;Hotel;PALMA;0;01/01/1973;HELIOS;585;H/2377
126;Canyamel;Hotel;CAPDEPERA;;01/01/1973;CASTELL ROYAL;244;H/2378
231;Magaluf;Hotel;CALVIÀ;0;09/07/1973;Dreams Calvià Resorts & Spa II;462;H/2379
493;Magaluf;Hotel;CALVIÀ;;11/07/1973;SOL GUADALUPE;928;H/2384
443;Peguera;Hotel;CALVIÀ;;14/07/1973;Hotel Vibra Beverly Playa;828;H/2385
280;Can Pastilla;Hotel;PALMA;0;01/01/1973;Alua Leo;542;H/2387
210;Platja De Muro;Hotel;MURO;;01/07/1973;JS HOTEL ALCUDI-MAR;400;H/2391
285;Cas Català-Illetes;Hotel;CALVIÀ;;01/01/1973;RIU PALACE BONANZA PLAYA;556;H/2393
332;Palmanova;Hotel;CALVIÀ;;03/10/1973;SANTA LUCIA;631;H/2395
118;Platja De Palma;Hotel;PALMA;;01/01/1955;COPACABANA;194;H/24
162;Palma;Hotel;PALMA;0;01/04/1974;ISLA MALLORCA & SPA;324;H/2400
63;L´Illot-Cala Morlanda;Hostal;MANACOR;;17/04/1974;PINOMAR;111;H/2402
12;Cala Rajada;Hotel;CAPDEPERA;;05/04/1974;LLITERAS I;24;H/2403
207;Cala D´Or;Hotel;SANTANYÍ;;04/06/1974;ROCAMARINA;394;H/2407
174;Palma;Hotel;PALMA;;14/06/1974;VALPARAISO PALACE & SPA;342;H/2409
220;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/06/1974;FLAMENCO;418;H/2411
287;Palmanova;Hotel;CALVIÀ;;30/07/1974;MIMOSA PARK;517;H/2412
342;Palma;Hotel;PALMA;0;01/07/1974;Meliá Palma Marina;690;H/2414
119;Sant Agustí;Hotel;PALMA;;05/07/1974;BLUE BAY;214;H/2415
475;Port D´Alcúdia;Hotel;ALCÚDIA;0;10/07/1974;CONDESA;933;H/2416
172;Cala D´Or;Hotel;SANTANYÍ;;17/07/1974;INTUROTEL CALA ESMERALDA;328;H/2421
208;Peguera;Hotel;CALVIÀ;0;01/01/1975;Hilton Mallorca Galatzó;418;H/2429
319;Santa Ponça;Hotel;CALVIÀ;;14/03/1975;PIONERO;616;H/2431
275;Port D´Alcúdia;Hotel;ALCÚDIA;;07/08/1975;DELFIN AZUL;523;H/2441
238;Llucmajor;Hotel;LLUCMAJOR;0;14/04/1976;Globales Hotel Maioris;456;H/2449
168;Platja De Palma;Hotel;PALMA;;15/04/1976;HOTEL IBEROSTAR BAHIA DE PALMA;348;H/2450
64;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1976;FENIX;112;H/2451
43;Port (El);Hotel;SÓLLER;;01/07/1976;AIMIA;85;H/2453
27;Platja De Palma;Hostal residència;PALMA;;18/05/1976;VILLA MARUJA;46;H/2457
16;Santanyí;Hostal;SANTANYÍ;;26/08/1976;Hostal Cala Llombards;31;H/2461
12;Santa Ponça;Hotel;CALVIÀ;;30/04/1977;GOLF SANTA PONSA;23;H/2464
238;Platja De Palma;Hotel;PALMA;6110;01/01/1984;RIU FESTIVAL;468;H/2470
24;Arenal (L´);Hotel;PALMA;;08/08/1978;HOTEL GARAU;48;H/2473
288;Llucmajor;Hotel;LLUCMAJOR;;01/05/1980;BEST DELTA;548;H/2481
437;Platja De Palma;Hotel;PALMA;;04/04/1980;RIU BRAVO;856;H/2488
16;Arenal (L´);Casa d´hostes;PALMA;;01/01/1970;Forenna;30;H/2492
10;Cala D´Or;Hostal residència;SANTANYÍ;;31/01/1980;LA CEIBA MARIA;20;H/2496
26;Cala D´Or;Hostal;SANTANYÍ;;12/06/1981;LEO D´OR;48;H/2509
36;Illot (L´);Casa d´hostes;SANT LLORENÇ DES CARDASSAR;;01/01/1982;BEI JUAN;60;H/2515
182;Sometimes;Hotel;PALMA;;25/03/1982;IBEROSTAR PLAYA DE PALMA;429;H/2520
20;Orient;Hotel;BUNYOLA;;29/03/1982;L´HERMITAGE;38;H/2524
143;Cala Major;Hotel;PALMA;;01/04/1982;Be Live Experience Costa Palma;268;H/2525
21;Port D´Alcúdia;Hostal residència;ALCÚDIA;;09/06/1982;HOSTAL ALMA;39;H/2528
27;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/09/1983;Hotel R2 Veronica II;49;H/2535
22;Manacor;Casa d´hostes;MANACOR;;17/03/1984;MY ROOMS MANACOR CENTRE;31;H/2545
12;Port De Pollença;Pensió;POLLENÇA;;02/06/1984;BELLAVISTA;23;H/2546
6;Colònia De Sant Pere;Hostal;ARTÀ;;18/07/1984;SOLIMAR;12;H/2549
67;Deià;Hotel;DEIÀ;;10/06/1984;Belmond La Residencia;132;H/2550
23;Cala Major;Hostal residència;PALMA;;20/08/1984;SAN TELMO;43;H/2552
204;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;10/02/1986;HIPOCAMPO PLAYA;387;H/2558
144;Cala Millor;Hotel;SON SERVERA;2811;31/05/1985;SABINA PLAYA;275;H/2559
112;Cala Millor;Hotel;SON SERVERA;;25/04/1986;MILLOR SUN;216;H/2560
29;Can Picafort;Hotel;SANTA MARGALIDA;;21/03/1989;BONSAI;55;H/2594
174;Canyamel;Hotel;CAPDEPERA;0;22/03/1989;CANYAMEL PARK;342;H/2595
234;Santa Ponça;Hotel;CALVIÀ;;13/04/1989;SENTIDO PUNTA DEL MAR;448;H/2596
396;Platja De Muro;Hotel;MURO;;28/12/1990;IBEROSTAR PLAYA DE MURO;752;H/2601
399;Coma (La);Hotel;SANT LLORENÇ DES CARDASSAR;;31/05/1989;HOTEL MEDITERRANEO;759;H/2602
299;Peguera;Hotel;CALVIÀ;0;02/06/1989;BELLA PAGUERA;575;H/2603
148;Port De Pollença;Hotel;POLLENÇA;;31/07/1989;PUERTO AZUL SUITE HOTEL;312;H/2610
127;Colònia De Sant Jordi;Hotel;SES SALINES;;18/09/1989;UNIVERSAL GRAND LEÓN & SPA;240;H/2611
258;Port D´Alcúdia;Hotel;ALCÚDIA;;24/11/1989;MARITIMO;488;H/2618
16;Cala D´Or;Hostal residència;SANTANYÍ;;19/01/1990;DE LA CARAVEL.LA II;32;H/2623
232;Port D´Alcúdia;Hotel;ALCÚDIA;;22/03/1990;PLATJA D´OR;452;H/2629
296;Cala D´Or;Hotel;SANTANYÍ;;22/03/1990;Hotel Calimera Fido Gardens;562;H/2632
326;Coma (La);Hotel;SANT LLORENÇ DES CARDASSAR;;22/03/1990;SA COMA PLAYA;552;H/2634
95;Platja De Palma;Hotel;PALMA;;04/05/1990;PABISA CHICO;164;H/2635
416;Camp De Mar;Hotel;ANDRATX;;18/05/1990;Alua Gran Camp de Mar;735;H/2644
171;Port D´Alcúdia;Hotel;ALCÚDIA;;23/07/1990;Bordoy Alcudia Bay;342;H/2649
220;Port D´Alcúdia;Hotel;ALCÚDIA;;23/11/1990;JS HOTEL SOL DE ALCUDIA;420;H/2650
405;Platja De Palma;Hotel;PALMA;;05/07/1990;IBEROSTAR CRISTINA;770;H/2655
25;Randa;Hotel;ALGAIDA;;12/12/1990;LJS Randa;50;H/2667
212;Cala Rajada;Hotel;CAPDEPERA;;28/06/1991;S´ENTRADOR PLAYA;406;H/2675
