Categoria;Unitats;Direcció;Hotel de ciutat;Localitat;UTM (X);Grup;Subgrup;Memoria descriptiva;Municipi;Superfície;Inici d'activitat;Denominació comercial;UTM(Y);Places;Excepcions ratio turístic;Explotador/s;Signatura;Estat;longitude;latitude
1 estrella;15;RONDA CRUCERO BALEARES, 78, S/N. 07670 Portocolom, FELANITX, Mallorca;;Portocolom;522645.872682;Hostal residència;Allotjaments;;FELANITX;;19/05/1969;BAHIA AZUL;4362848.61212;32;;BASANOVA GESTION TURISTICA, S.L. (B09629213);H/1902;Alta;3.263067527718762;39.414859250242344
3 estrelles;54;Carrer AGUAMARINA, 8. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478520.51575;Hotel;Allotjaments;;PALMA;;01/01/1969;PLAYA GRANDE;4373409.49995;102;;ORONOL SA (A07067903);H/1910;Alta;2.750141762458107;39.51004854976095
3 estrelles;156;Carrer BALEARS, 2. 07620 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478898.20799;Hotel;Allotjaments;;LLUCMAJOR;0;31/05/1969;BLUE SEA ARENAL TOWER;4372457.81019;297;Regularització de places;Hotels & Resorts Blue Sea Management, SL (B57817215);H/1914;Alta;2.7545653641372922;39.501482718076666
1 estrella;26;MAGALLANES, 43. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hotel;Allotjaments;;CAPDEPERA;;01/04/1969;MARBEL;4395829.55427;43;;RATJADA GROUP HOTELS SL (B07660285);H/1917;Alta;3.459837694366632;39.71142029804171
;8;SOLAR 554, S/N planta 1. 07500 Cala Murada, MANACOR, Mallorca;;Cala Murada;523293.728792;Casa d´hostes;Allotjaments;;MANACOR;;04/06/1969;EL QUIJOTE;4366863.66755;15;;CASA PEDRO CB (E07184534);H/1919;Alta;3.2707333053274295;39.45101998650143
4 estrelles;114;Carrer REI SANXO, 11. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455418.635194;Hotel;Allotjaments;;CALVIÀ;0;01/01/1969;REVERENCE SKY HOTEL;4373849.71987;228;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;EXPLOTACIONES IBIMAR SL (B07986292);H/1922;Alta;2.4813893020569004;39.51312693530125
2 estrelles;27;Carrer APUNTADORS, 8. 07012 PALMA, Mallorca;;Palma;469565.253587;Hostal;Allotjaments;;PALMA;;30/05/1969;APUNTADORES 8;4379981.63642;48;;UEP HOTELS, SL (B16605263);H/1923;Alta;2.6456710693716574;39.56899524318325
2 estrelles;106;Carrer GIRONA, 17. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);479064.528034;Hotel;Allotjaments;;LLUCMAJOR;;06/06/1969;HOTEL SELVA ARENAL;4371892.79221;202;;HOTEL SELVA ARENAL S.L.U (B72460769);H/1925;Alta;2.756517576992907;39.49639569014089
4 estrelles;174;Carrer MURTERA, 2. 07687 L´Illot-Cala Morlanda, MANACOR, Mallorca;;L´Illot-Cala Morlanda;531963.326496;Hotel;Allotjaments;;MANACOR;0;01/06/1969;PERLA DE S´ILLOT;4379574.58684;359;;COMPAÑIA HOTELERA PERLA SA (A07025828);H/1929;Alta;3.3721050940820843;39.56527198966291
4 estrelles;142;PARE BARTOMEU SALVA, 5. 07610 PALMA, Mallorca;;Platja De Palma;478185.720223;Hotel;Allotjaments;;PALMA;;14/06/1969;NIAGARA;4374199.49546;271;;NOVATURISTICA SA (A07210834);H/1931;Alta;2.7462214203878443;39.517158347111604
2 estrelles;36;Carrer PLATJA, 17. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;512804.171961;Hotel;Allotjaments;;SANTA MARGALIDA;;12/06/1969;Hotel Barbara;4402144.93068;69;;;H/1932;Alta;3.1495002633169955;39.76913744394199
1 estrella;14;CRISTOFOL COLON, 21. 07691 Portopetro, SANTANYÍ, Mallorca;;Portopetro;518104.668285;Hostal residència;Allotjaments;;SANTANYÍ;;21/06/1969;ROCA BLANCA;4356948.79448;26;;ES POU D´OR SL (B07258742);H/1936;Alta;3.210155130726244;39.361805127242114
2 estrelles;64;Carrer SETGE DE GIRONA S/N, S/N. 07620 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);479039.963088;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1972;COSTA MEDITERRANEO RESORT;4371918.54171;123;;Massafra Inversiones, SL (B10973360);H/1937;Alta;2.75623107533438;39.49662710753052
1 estrella;21;Carrer SA COVA DES DRAC, 10. 07659 Cala Santanyí, SANTANYÍ, Mallorca;;Cala Santanyí;512643.671446;Hostal residència;Allotjaments;;SANTANYÍ;;02/07/1969;PALMARIA;4353500.02764;45;;FAMILIA AGUILÓ, C.B. (E09767211);H/1944;Alta;3.146700294731968;39.33082621725635
4 estrelles Superior;175;Avinguda DE MEXICO, 1. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;509964.461436;Hotel;Allotjaments;;ALCÚDIA;;01/01/1969;ASTORIA PLAYA;4409288.13405;348;;EXPLOTACIONES TURISTICAS PLAYA DE LA LUZ, SL (B57198053);H/1954;Alta;3.116452665426705;39.83353634816111
4 estrelles;293;CALA ROMAGUERA S/N, S/N. 07689 Cales De Mallorca, MANACOR, Mallorca;;Cales De Mallorca;524016.685707;Hotel;Allotjaments;;MANACOR;0;01/06/1969;PALIA HOTEL MARIA EUGENIA;4368132.06634;566;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;PALIA HOTELS MANAGEMENT, SL (B07321243);H/1959;Alta;3.2791814894866653;39.4624290839129
4 estrelles;14;Carrer MITJORN, 2. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;533535.893182;Hotel;Allotjaments;;SON SERVERA;;08/07/1969;NEMO;4384965.8197;28;;CALA BONA SA (A07033673);H/1961;Alta;3.3906846687555245;39.613788194222984
3 estrelles;45;Carrer ARIEL, 1. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;519835.213201;Hotel;Allotjaments;;SANTANYÍ;;08/07/1969;EL CHICO;4358489.62323;90;;HOTELERA LLAHO SL (B07063134);H/1962;Alta;3.2302883807169813;39.37565108411635
2 estrelles;29;MAR D´ARAL, LES MARAVELLES, 12. 07610 PALMA, Mallorca;;Platja De Palma;478194.493868;Hostal residència;Allotjaments;;PALMA;;25/05/1970;MIX HOSTAL RESIDENCIA PERU PLAYA;4374733.44814;56;;GLOBALES BED CONTRACTOR, SL (B07998792);H/1963;Alta;2.746305986274061;39.521969730453954
4 estrelles;55;Plaça SANTA PONÇA, 2. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;454591.716407;Hotel;Allotjaments;;CALVIÀ;;17/07/1969;PLAZA SANTA PONSA;4372149.38637;104;;PLAZA MALLORCA, SL (B57847832);H/1965;Alta;2.4718861957201956;39.497763300793714
3 estrelles Superior;170;Avinguda EUROPA, 3. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);;Hotel;Allotjaments;;LLUCMAJOR;0;18/07/1969;HSM SON VERÍ;;320;;EXPLOTADORA ARENAL, S.L. (B07133952);H/1967;Alta;;
4 estrelles;52;Carrer INDUSTRIA, 10. 07013 PALMA, Mallorca;Sí;Palma;469057.826762;Hotel;Allotjaments;;PALMA;;31/03/2006;CONTINENTAL;4380526.73588;99;;COMERCIAL BORDOY SL (B07032105);H/1979;Alta;2.639738168248809;39.57388858688831
4 estrelles;88;Passeig MALLORCA, 14 lletra B. 07012 PALMA, Mallorca;Sí;Palma;469305.774425;Hotel;Allotjaments;;PALMA;;16/12/1969;HM JAIME III;4380430.81959;173;;HORRACH MOYA HOTELS SL (B57088510);H/1988;Alta;2.6426294243586743;39.5730332666029
1 estrella;15;Carrer APUNTADORS, 6. 07012 PALMA, Mallorca;;Palma;469569.03145;Hostal;Allotjaments;;PALMA;;01/01/1958;RITZI;4379980.53778;25;;UEP HOTELS, SL (B16605263);H/199;Alta;2.6457151017889906;39.568985478194364
4 estrelles;60;FRANCESC VIDAL I SUREDA, 24. 07015 PALMA, Mallorca;;Palma;467453.190168;Hotel;Allotjaments;;PALMA;;29/06/1959;HESPERIA CIUTAT DE MALLORCA;4378541.1145;111;;BONANOVA SQUASH GARDEN SA (A07283757);H/1991;Alta;2.6211530154709433;39.555938157600764
4 estrelles;227;MAR DE ARAL, 4. 07610 PALMA, Mallorca;;Platja De Palma;478180.0935;Hotel;Allotjaments;;PALMA;;20/03/1970;COSMOPOLITAN;4374911.81778;436;;HOTEL COSMOPOLITAN SL (B07027865);H/1996;Alta;2.746132596642565;39.5235765567521
4 estrelles;272;Camí DE LAS MARAVILLAS S/N, S/N. 07610 Platja De Palma, PALMA, Mallorca;;Platja De Palma;;Hotel;Allotjaments;;PALMA;0;01/01/1970;RIU CONCORDIA;;544;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;RIUSA II SA (A07632474);H/1997;Alta;;
3 estrelles;99;Carrer REIS CATOLICOS, 11. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hotel;Allotjaments;;CAPDEPERA;;13/03/1970;CHEVY;4395829.55427;188;;SLEEP MANAGEMENT, S.L. (B16547580);H/1998;Alta;3.459837694366632;39.71142029804171
4 estrelles;241;PLATJA DE CALA MILLOR, S/N;;Cala Millor;;Hotel;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;01/01/1970;PROTUR PLAYA CALA MILLOR HOTEL;;449;;SA COMA RESORT, SL (B58252669);H/2000;Alta;;
3 estrelles;111;EUROPA, 6. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478924.227814;Hotel;Allotjaments;;LLUCMAJOR;;20/03/1970;CASSANDRA;4372000.40999;211;;TONANJU, S.L. (B57895237);H/2002;Alta;2.7548824744047073;39.497361952184924
4 estrelles;121;TERRAL,23, S/N. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478726.326348;Hotel;Allotjaments;;LLUCMAJOR;0;01/01/1970;Whala! Fun;4372302.78016;235;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;ANHOMO TURISME S.L.U. (B57373748);H/2003;Alta;2.7525711817694916;39.50008158337299
4 estrelles;245;Carrer ANTAS DE ULLA, 14. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;480301.170781;Hotel;Allotjaments;;PALMA;2432;01/01/1970;INDICO ROCK-HOTEL MALLORCA;4376907.77855;466;2;MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171);H/2007;Alta;2.770751292284409;39.54161235017674
2 estrelles;10;Avinguda CRSTÒFOL COLOM, 22. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;Cala Millor;532826.558325;Hostal;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;20/04/1970;SATURNO;4383474.1976;20;;NEWBY FAMILY, CB (E57530917);H/2008;Alta;3.382347345163085;39.60037585400627
1 estrella;24;Avinguda EUROPA, 9. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478945.743897;Hostal residència;Allotjaments;;LLUCMAJOR;;21/04/1970;The Beetroot;4372007.1827;48;;LOS HÉROES DE MALLORCA, S.L. (B72594781);H/2009;Alta;2.7551324966168487;39.49742350497621
1 estrella;27;Carrer TRASIMERO, 58. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478712.401023;Hostal residència;Allotjaments;;PALMA;;11/04/1970;THE HOSTAL TIERRAMAR;4372905.71885;50;;THE HOSTAL BY THE BEACH, CB (E57868978);H/2012;Alta;2.7523899431984424;39.50551401327334
3 estrelles Superior;162;Carrer TARONGERS, S/N. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;;Hotel;Allotjaments;;CALVIÀ;;01/01/1970;LINDA PLAYA;;300;;BROHER SLU (B07021496);H/2015;Alta;;
4 estrelles;183;PUIG DES TEIX,1, S/N. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455507.434739;Hotel;Allotjaments;;CALVIÀ;0;01/04/1970;HM Isabela;4374194.5972;351;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;ANHOMO TURISME S.L.U. (B57373748);H/2016;Alta;2.4823991986314096;39.51623894893618
3 estrelles;125;Carrer SANT BARTOMEU, 10. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478725.1893;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1970;JS HOTEL PARADISE SPORT;4372222.69689;241;;ISLA DORADA ARENAL, SL (B16574907);H/2017;Alta;2.7525605157646713;39.499359965116255
3 estrelles;19;Carrer CORB MARI, 6. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506503.58588;Hotel;Allotjaments;;POLLENÇA;;23/04/1970;PANORAMA;4416392.12471;38;;MIGUEL SERGIO SABATER GAMBIER;H/2021;Alta;3.0760768089910875;39.89757688352639
3 estrelles;163;Carrer PRIMAVERA, 2. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;Cala Millor;533010.8353;Hotel;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;01/01/1910;Hotel R2 Veronica;4383342.76387;311;;SLR TURISMO ESPAÑA SL (B76229814);H/2022;Alta;3.3844871178016507;39.59918452412149
4 estrelles;235;Carrer ARENAL, 24. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;512882.439567;Hotel;Allotjaments;;SANTA MARGALIDA;;01/01/1970;BQ CAN PICAFORT;4401832.47162;430;;HOTEL CLUMBA, SL (B57857518);H/2023;Alta;3.1504079790861113;39.766320965334806
1 estrella;34;DELS REIS DE MALLORCA, 5, S/N. 07108 Port (El), SÓLLER, Mallorca;;Port (El);474296.345414;Hostal;Allotjaments;;SÓLLER;;29/04/1970;SOLLER GARDEN;4405519.14951;68;;BLAUER BERG SL (B57187593);H/2024;Alta;2.6997559862572897;39.79924749106545
4 estrelles;144;MIQUEL MASSUTI ALZAMORA, 28. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475209.652205;Hotel;Allotjaments;;PALMA;;21/05/1970;APOLO;4376299.73109;274;;SIDEHOTELES SL (B57512642);H/2026;Alta;2.7115211322500326;39.53600163124786
3 estrelles;95;Carrer SA JORDANA, 20. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;533130.145576;Hotel;Allotjaments;;SON SERVERA;;01/01/1970;BLUE SEA DON JAIME;4384075.14413;177;;Hotels & Resorts Blue Sea Management, SL (B57817215);H/2027;Alta;3.3859133558848784;39.60577882270472
4 estrelles;42;Passeig MARITIM, 29. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;532917.91042;Hotel;Allotjaments;;SON SERVERA;0;09/04/1970;Marins Naiya;4383958.63486;80;;MARINS PLAYA SA (A07158223);H/2028;Alta;3.3834354170848324;39.60473723399323
1 estrella;18;MALLORCA,9, S/N. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;464557.875652;Hostal residència;Allotjaments;;CALVIÀ;;19/05/1970;NIMA;4377403.40211;36;;CATALINA DURAHO ORFILA;H/2034;Baixa temporal;2.5875128609000533;39.54557232599645
4 estrelles;205;Carrer MARBELLA, 16. 07610 Platja De Palma, PALMA, Mallorca;;Platja De Palma;477012.989794;Hotel;Allotjaments;;PALMA;0;01/01/1970;HM TROPICAL;4375461.52755;394;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;HORRACH MOYA HOTELS SL (B57088510);H/2035;Alta;2.7325348647135432;39.52849923889698
4 estrelles;316;Carrer VIOLETA, 1. 07181 Magaluf, CALVIÀ, Mallorca;;Magaluf;;Hotel;Allotjaments;;CALVIÀ;;01/01/1970;MELIA CALVIA BEACH;;636;;AYOSA HOTELES, SL (B57815656);H/2036;Alta;;
1 estrella;24;Passeig COLON, 79. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;513198.968053;Hostal residència;Allotjaments;;SANTA MARGALIDA;;09/05/1970;HOSTAL BLANCA;4401850.29867;48;;UEP HOTELS, SL (B16605263);H/2037;Alta;3.1541039298895126;39.76647674165618
4 estrelles;131;BONANÇA, 2. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;Cala Millor;532857.075238;Hotel;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;01/01/1970;HIPOCAMPO;4383091.0529;249;;ANLUGA SA (A07178908);H/2040;Alta;3.3826837846609896;39.596922463279334
4 estrelles;105;MARITIM, 15;;Cala Bona;;Hotel;Allotjaments;;SON SERVERA;;01/01/1970;LEVANTE PARK;;200;;SON LLUC SA (A07086515);H/2041;Alta;;
3 estrelles;318;Carrer SANT RAMON NONAT, 16. 07610 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478238.443262;Hotel;Allotjaments;;PALMA;;01/01/1970;Hotel Caramelo Palma Beach;4374557.54313;600;;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);H/2042;Alta;2.746823061250117;39.52038586006155
3 estrelles;16;Carrer BORDOY, 6. 07349 Orient, BUNYOLA, Mallorca;;Orient;479444.870101;Hotel;Allotjaments;;BUNYOLA;;16/05/1970;DALT MUNTANYA;4398294.18796;30;;DALT MUNTANYA, S.L. (B06940233);H/2043;Alta;2.7601212832067175;39.734289975797005
4 estrelles;248;Carrer LAS SIRENAS, 17. 07184 Cala Vinyes, CALVIÀ, Mallorca;;Cala Vinyes;460062.580611;Hotel;Allotjaments;;CALVIÀ;0;18/05/1970;Globales Cala Viñas;4371978.19046;472;Regularització de places que finalment s´ha d´autoritzar;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);H/2045;Alta;2.535522380575323;39.49649236829881
1 estrella;11;Passeig Marítim, 8. 07400 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;;Hostal;Allotjaments;;ALCÚDIA;;26/05/1970;HOSTAL BRISA MARINA;;20;;BELLAVISTA CLUB RESTAURANT, S.L. (B57745572);H/2058;Alta;;
3 estrelles Superior;24;Carrer RAFAEL BLANES, 21. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hotel;Allotjaments;;CAPDEPERA;;01/01/1970;PETIT HOTEL SES ROTGES;4395829.55427;48;;HOTEL SES ROTGES, SL (B70994231);H/2059;Alta;3.459837694366632;39.71142029804171
4 estrelles;316;Carrer BOT (URB. UYAL), 5. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506586.977552;Hotel;Allotjaments;;POLLENÇA;;01/06/1970;Cabot Pollensa Park, spa;4416383.85207;607;;ALFA POLLENÇA, SL (B57265423);H/2060;Alta;3.0770522130485602;39.89750170340835
4 estrelles;114;Carrer MIGJORN, 2. 07108 Port (El), SÓLLER, Mallorca;;Port (El);473882.482194;Hotel;Allotjaments;;SÓLLER;0;16/03/1970;BIKINI ISLAND & MOUNTAIN HOTEL PORT DE SOLLER;4405649.14928;228;;BIKINI ISLAND PORT SOLLER SLU (B16546087);H/2061;Alta;2.6949165443322483;39.8004061786914
1 estrella;12;Carrer BONET DE SAN PEDRO S/N, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;519716.30412;Hostal residència;Allotjaments;;SANTANYÍ;;01/06/1970;HOME D´OR HOSTAL T´BAIDA;4358604.91217;24;;HOTELES COSTA DEL ESTE, SL (B57953358);H/2062;Alta;3.228911239936613;39.376692642234666
2 estrelles;69;LA LUZ,3, S/N. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452506.951553;Hotel;Allotjaments;;CALVIÀ;;03/06/1970;FORTUNA;4376924.21168;132;;APARTAMENTOS MERCEDES SA (A07208838);H/2065;Alta;2.4472998273109883;39.54067244939819
4 estrelles;211;Carrer ALTA CANTONADA PINEDA, S/N. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460281.240001;Hotel;Allotjaments;;CALVIÀ;0;17/06/1970;COOK´S CLUB CALVIÁ BEACH;4373671.39611;408;;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);H/2070;Alta;2.537964324815875;39.51175875849917
3 estrelles;272;Carrer ESTANY PETIT, 8. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;509385.684818;Hotel;Allotjaments;;ALCÚDIA;;18/06/1970;BV LAGOMONTE;4409430.404895;517;;GANAS DE VIAJAR, SLU (B06783120);H/2071;Alta;3.109690670055135;39.83482480697335
4 estrelles;221;GALIO, 31;;Platja De Muro;;Hotel;Allotjaments;;MURO;;19/06/1970;LOS PRINCIPES & SPA;;419;;GRUPOTEL DOS SA (A07919087);H/2077;Alta;;
4 estrelles;138;Carrer MESTRE EKITAI AHN -CALA ESTANCIA, 40. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475077.562736;Hotel;Allotjaments;;PALMA;0;01/06/1970;ALUASOUL PALMA;4376420.05798;276;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;MAR HISPANA PALMA SLU (B02979169);H/2079;Alta;2.7099795479318307;39.53708200096373
1 estrella;20;Carrer SON COMPARET, 1. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;531847.021354;Hostal residència;Allotjaments;;SON SERVERA;0;01/06/1970;SEVEN HOSTAL & SPA;4387905.95388;35;Regularització de places;SEVEN HOSTAL & SPA, SL (B57708075);H/2082;Alta;3.371151647024831;39.6403438688459
3 estrelles;241;ARTA-ALCUDIA, KM 22, S/N. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;512786.678634;Hotel;Allotjaments;;SANTA MARGALIDA;;13/06/1970;HAITI;4.401664602E9;457;;HOTEL HAITI, SL (B07048622);H/2084;Alta;3.1249080844413584;23.149067313800114
4 estrelles;211;VIA DIAGONAL, 41. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;514356.679224;Hotel;Allotjaments;;SANTA MARGALIDA;;10/06/1970;HOTEL & SPA FERRER JANEIRO;4401073.22279;401;;HOTELES FERRER SL (B07156458);H/2085;Alta;3.167603704714754;39.75945645084776
4 estrelles;169;JOVELLANOS, 2. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;512565.1171815;Hotel;Allotjaments;;SANTA MARGALIDA;;01/01/1970;GRUPOTEL MONTECARLO;4402003.623355;325;;LA FORAL MALLORQUINA SA (A07028038);H/2086;Alta;3.1467063893183336;39.76786780763193
4 estrelles;272;Avinguda PERE MAS I REUS, 3. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;509931.152216;Hotel;Allotjaments;;ALCÚDIA;;12/06/1970;Alua Bocaccio;4409065.75032;540;;Roc Hotels International, S.L. (B07833841);H/2090;Alta;3.1160600158328653;39.831533050730044
5 estrelles;495;BARTOMEU SALVÀ, 18. -, -;;Platja De Palma;;Hotel;Allotjaments;;PALMA;19941;01/01/1971;Aubamar Palma Resort;;1012;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;Aubamar Hotels Property, S.L.U. (B57358202);H/2099;Alta;;
3 estrelles;112;MESTRAL, 5. 07108 Port (El), SÓLLER, Mallorca;;Port (El);473876.435553;Hotel;Allotjaments;;SÓLLER;;18/06/1970;EDEN NORD;4405227.19137;207;;GESTORA HOTELERA MALLORQUINA SL (B07694649);H/2100;Alta;2.694862715625658;39.796604156900884
1 estrella;24;Avinguda REI JAUME I, 5. 07159 Sant Elm, ANDRATX, Mallorca;;Sant Elm;444395.619661;Hostal;Allotjaments;;ANDRATX;;27/04/1970;DRAGONERA;4381193.12559;40;;H DRAGONERA,SL (B16564072);H/2101;Alta;2.3525519469427807;39.57864783395053
4 estrelles;112;ES COMELLA FONDO, 2, S/N. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;533304.037914;Hotel;Allotjaments;;SON SERVERA;0;01/01/1970;Protur Bonamar;4384180.40248;223;;PROMOCIONES TURISTICAS DE CALA MILLOR, SL (B07160393);H/2103;Alta;3.387944173183344;39.60672047703849
3 estrelles;90;MISTRAL, 2. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hotel;Allotjaments;;CAPDEPERA;;13/05/1970;DOS PLAYAS;4395829.55427;145;;DOS PLAYAS SL (B07025356);H/2104;Alta;3.459837694366632;39.71142029804171
4 estrelles;428;Carrer VIOLETA, 1. 07181 Magaluf, CALVIÀ, Mallorca;;Magaluf;459870.156807;Hotel;Allotjaments;;CALVIÀ;0;01/01/1970;SOL BARBADOS;4372710.95338;834;Regularització de places que finalment s´ha d´autoritzar;AYOSA HOTELES, SL (B57815656);H/2106;Alta;2.5332403755940445;39.50308580756158
4 estrelles;268;Carrer JOSE GUEVARA (URB. LA ROMANA), 4. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;453526.804797;Hotel;Allotjaments;;CALVIÀ;;26/06/1970;LIDO PARK;4376172.08934;536;;COMPAÑIA HOTELERA PLAYAS DE PAGUERA SA (A07020969);H/2107;Alta;2.459220452912509;39.53395156310454
;22;MAGALLANES, 9. 07659 Cala Figuera, SANTANYÍ, Mallorca;;Cala Figuera;514377.309505;Fonda;Allotjaments;;SANTANYÍ;;14/04/1970;VILLA LORENZO;4353448.80239;37;;FLORES SOTO (E16669004);H/2108;Alta;3.166813946091971;39.33033754827832
3 estrelles;268;Carrer LLEVANT NUM. 2, 11 I 24, S/N. 07687 Illot (L´), SANT LLORENÇ DES CARDASSAR, Mallorca;;Illot (L´);524746.8548;Hotel;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;01/05/1974;MARIANT;4384311.1888;520;;BENETANJO, SL (B57245425);H/2111;Alta;3.2882715657064763;39.60818896512722
1 estrella;16;SAN MIGUEL DE LIRIA,8-URB.TORRENO, S/N. 07182 Magaluf, CALVIÀ, Mallorca;;Magaluf;460580.302941;Hostal residència;Allotjaments;;CALVIÀ;;04/07/1970;JAKITON;4373637.74309;31;;JAIME PONS TROLESE;H/2117;Alta;2.5414451171169787;39.51146930903685
4 estrelles;153;Carrer LOS ROMEROS, 10. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;;Hotel;Allotjaments;;CAPDEPERA;0;01/01/1970;DIAMANT;;304;;HOTEL DIAMANT, SL (B07293897);H/2118;Alta;;
;36;GATOVA, S/N. 07589 Font De La Cala, CAPDEPERA, Mallorca;;Font De La Cala;538841.537494;Fonda;Allotjaments;;CAPDEPERA;;02/04/1970;LAS PALMERAS;4391954.17313;68;;HANS PETER BERCHTOLD (X0576604V);H/2119;Baixa temporal;3.4529029864860816;39.67652949120558
4 estrelles;177;Avinguda BULEVARD, 4. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;519807.36465;Hotel;Allotjaments;;SANTANYÍ;;01/01/1970;TUCAN;4358382.58412;332;;HOTELERA TUCAN SA (A07027584);H/2124;Alta;3.229961895051805;39.374687225929016
3 estrelles;323;ANTENA, 23;;Cales De Mallorca;;Hotel;Allotjaments;;MANACOR;;01/01/1970;CANARIOS PARK;;615;;HOTEL MANACOR, SL (B07911522);H/2125;Alta;;
4 estrelles;372;FORMENTOR, 174. 07689 Cales De Mallorca, MANACOR, Mallorca;;Cales De Mallorca;524052.112298;Hotel;Allotjaments;;MANACOR;;01/01/1970;AMERICA;4367834.14694;678;;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);H/2126;Alta;3.279582560439131;39.45974368161643
4 estrelles;75;Carrer AMETLLERS, 5. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;453543.954018;Hotel;Allotjaments;;CALVIÀ;0;01/01/1970;ROC OBEROY;4376517.20947;148;Regularització de places que finalment s´ha d´autoritzar;Promotions Developments Illetas (A07793466);H/2127;Alta;2.459395879400877;39.5370620665077
